food_id,food_name,category,calories_per_100g,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,vitamin_c_mg,vitamin_d_iu,cholesterol_mg,saturated_fat_g,glycemic_index,purine_mg,oxalate_mg,contains_gluten,contains_dairy,contains_nuts,contains_eggs,contains_shellfish,contains_fish,contains_soy,contains_sesame,contains_peanuts,contains_sulfites,is_vegetarian,is_vegan,cuisine_type,meal_type,disease_score
F077,Bottle Gourd (Lauki),Vegetable Dishes,14.0,0.6,3.4,0.0,0.5,2.3,2.0,150,26.0,0.2,10.0,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,80
F039,Carrot,Vegetable Dishes,41.0,0.9,10.0,0.2,2.8,4.7,69.0,320,33.0,0.3,5.9,0.0,0.0,0.0,39,0.0,35,False,False,False,False,False,False,False,False,False,False,True,True,Western,lunch_dinner,80
F029,Apple,Fruits,52.0,0.3,14.0,0.2,2.4,10.0,1.0,107,6.0,0.1,4.6,0.0,0.0,0.0,36,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,snack,80
F001,White Rice,Breads & Flatbreads,130.0,2.7,28.2,0.3,0.4,0.1,1.0,35,10.0,0.2,0.0,0.0,0.0,0.1,72,7.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Asian,lunch_dinner,70
F090,Green Tea,Beverages,1.0,0.0,0.2,0.0,0.0,0.0,1.0,27,1.0,0.1,0.0,0.0,0.0,0.0,15,0.0,55,False,False,False,False,False,False,False,False,False,False,True,True,Asian,breakfast_snack,60
N421,Cauliflower canjee (Phoolgobhi ki canjee),Indian Foods,6.9,0.4,0.4,0.4,0.5,0.1,41.4,20,6.3,0.22,7.9,0.0,0.0,0.1,15,2.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N009,Cumin infused water (Jeere/Zeere ka pani),Indian Foods,9.1,0.2,1.9,0.1,0.5,1.5,189.6,24,10.8,0.32,3.6,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N004,Iced tea,Beverages,10.3,0.0,2.7,0.0,0.0,2.7,0.2,26,1.2,0.02,6.0,0.0,0.0,0.0,15,0.0,55,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,60
N791,Pickled cabbage,Accompaniments,13.7,0.4,2.6,0.1,0.6,2.1,121.4,29,16.0,0.19,16.6,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,condiment,60
F042,Cucumber,Vegetable Dishes,15.0,0.7,3.6,0.1,0.5,1.7,2.0,147,16.0,0.3,2.8,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,snack,60
N412,Steeped hot coffee,Beverages,15.9,0.4,3.0,0.3,0.0,3.0,2.8,31,10.4,0.06,0.3,0.0,0.0,0.1,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,60
N789,Small onion pickle,Accompaniments,16.9,1.6,2.8,0.6,1.1,3.0,249.5,38,32.0,1.2,19.4,0.0,0.0,0.2,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,condiment,60
N443,Cold tomato soup,Soups,16.9,0.1,0.6,1.6,0.2,0.2,287.2,21,4.2,0.1,10.1,0.0,0.0,0.5,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,60
F078,Bitter Gourd (Karela),Vegetable Dishes,17.0,1.0,3.7,0.2,2.8,1.7,5.0,296,19.0,0.4,84.0,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N894,Tomato puree,Indian Foods,20.6,0.8,3.7,0.2,1.6,2.3,245.0,36,8.9,0.22,18.0,0.0,0.0,0.1,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
E060,Gundruk,Accompaniments,22.0,2.5,3.5,0.2,2.8,1.2,385.0,185,52.0,1.8,22.5,0.0,0.0,0.1,10,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Nepali/Sikkimese,condiment,60
F074,Mushroom,Vegetable Dishes,22.0,3.1,3.3,0.3,1.0,1.7,5.0,318,3.0,0.5,2.1,446.0,0.0,0.1,10,12.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,lunch_dinner,60
F217,Jaljeera,Beverages,22.0,0.5,4.8,0.2,0.5,2.5,285.0,85,18.0,0.5,5.5,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,60
N858,Bottle gourd soup (Ghiya/Lauki soup),Soups,23.0,0.4,1.2,1.8,1.0,0.4,53.8,26,15.1,0.26,6.0,0.0,0.0,0.5,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,60
N002,Instant coffee,Beverages,23.2,0.6,3.6,0.8,0.0,3.6,4.9,35,20.9,0.06,1.5,0.0,0.0,0.2,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,60
N480,Moong dal with vadi,Dals & Legumes,24.1,0.4,1.0,2.0,0.4,0.4,112.4,25,3.0,0.18,10.2,0.0,0.0,0.6,30,2.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N411,Kashmiri tea (Kehwa),Beverages,24.9,0.2,5.2,0.5,0.2,5.1,0.3,39,3.2,0.07,0.1,0.0,0.0,0.2,15,0.0,55,False,False,False,False,False,False,False,False,False,False,True,True,Kashmiri,breakfast_snack,60
N481,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),Soups,26.7,1.1,3.4,0.9,1.6,0.8,104.1,38,16.6,0.59,17.3,0.0,0.0,0.3,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Tamil Nadu,lunch_dinner,60
F124,Rasam,Vegetable Dishes,28.0,1.2,4.8,0.5,1.2,2.2,380.0,185,22.0,0.8,12.5,0.0,0.0,0.1,15,35.0,0,False,False,False,False,False,False,False,False,False,False,True,True,South Indian,lunch_dinner,60
F043,Bell Pepper,Vegetable Dishes,31.0,1.0,6.0,0.3,2.1,4.2,4.0,211,7.0,0.4,127.7,0.0,0.0,0.0,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,lunch_dinner,60
N064,Hot and sour soup,Soups,31.5,3.1,1.8,1.3,0.6,0.7,163.3,45,10.7,0.43,24.6,0.0,0.0,0.4,25,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,60
F032,Strawberry,Fruits,32.0,0.7,7.7,0.3,2.0,4.9,1.0,153,16.0,0.4,58.8,0.0,0.0,0.0,40,0.0,1,False,False,False,False,False,False,False,False,False,False,True,True,Western,snack,60
N135,Sprouted moong dal chat,Dals & Legumes,32.5,1.4,6.0,0.3,1.4,1.6,87.1,50,16.5,0.88,38.8,0.0,0.0,0.1,30,7.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N900,Tomato ketchup,Indian Foods,33.1,0.9,6.5,0.3,1.9,4.7,178.0,49,15.3,0.36,18.0,0.0,0.0,0.1,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N893,Tomato sauce,Indian Foods,34.3,0.8,7.2,0.3,1.8,5.7,174.8,51,13.0,0.31,18.0,0.0,0.0,0.1,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
F079,Drumstick (Moringa),Vegetable Dishes,37.0,2.1,8.5,0.2,3.2,0.0,42.0,461,30.0,0.4,141.0,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N220,Sprouted moong salad,Dals & Legumes,37.8,2.3,5.5,0.7,1.0,2.1,116.4,54,54.6,1.45,27.8,0.0,0.0,0.2,30,12.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
E064,Moringa Soup,Soups,38.0,2.5,5.5,0.5,2.8,1.5,285.0,385,85.0,1.8,105.0,0.0,0.0,0.1,20,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,South Indian,breakfast_snack,60
N176,Baked brinjal in tomato sauce,Indian Foods,38.6,1.6,4.1,1.6,2.3,2.2,79.7,46,26.2,0.32,68.4,0.0,0.0,0.5,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
F058,Idli,Indian Foods,39.0,2.0,7.8,0.1,0.5,0.1,197.0,108,14.0,0.5,0.0,0.0,0.0,0.0,35,0.0,0,False,False,False,False,False,False,True,False,False,False,True,True,Indian,breakfast,60
N860,Pumpkin soup,Soups,40.0,0.5,2.1,3.2,1.2,1.5,45.5,33,12.2,0.19,11.5,0.0,0.0,1.0,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,60
N540,Broccoli delight,Indian Foods,40.7,2.5,2.3,2.5,2.8,1.1,59.3,45,27.0,0.71,79.0,0.0,0.0,0.7,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
E048,Khar,Vegetable Dishes,42.0,1.5,6.5,1.2,2.8,1.5,580.0,185,22.0,0.8,5.5,0.0,0.0,0.3,20,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Assamese,lunch_dinner,60
F192,Mint Chutney,Indian Foods,42.0,2.2,6.5,0.8,3.2,1.5,285.0,285,52.0,3.2,22.5,0.0,0.0,0.2,10,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,condiment,60
N636,Mint tomato chutney (Pudinay aur tamatar ki chutney),Vegetable Dishes,43.6,1.5,8.2,0.4,2.6,5.5,184.0,60,47.6,2.06,4.1,0.0,0.0,0.1,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N896,Dal moong,Dals & Legumes,43.7,2.2,4.9,1.6,1.1,0.1,117.7,53,7.7,0.52,0.0,0.0,0.0,0.5,30,11.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N635,Tomato ginger chutney (Tamatar adarak ki chutney),Vegetable Dishes,44.7,1.0,9.1,0.3,2.1,6.3,209.4,60,23.6,1.08,3.6,0.0,0.0,0.1,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
F094,Sprouts (mixed),Dals & Legumes,45.0,4.5,6.3,0.4,1.8,0.0,14.0,253,24.0,1.5,12.4,0.0,0.0,0.1,25,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,60
F030,Orange,Fruits,47.0,0.9,12.0,0.1,2.4,9.0,0.0,181,40.0,0.1,53.2,0.0,0.0,0.0,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,snack,60
N498,Spinach mushroom (Palak mushroom),Vegetable Dishes,47.6,1.9,3.0,3.0,2.3,1.0,71.0,45,49.8,1.69,60.2,200.0,0.0,0.9,15,8.0,750,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
F219,Sol Kadhi,Beverages,48.0,0.8,4.5,2.5,0.5,1.5,185.0,285,18.0,0.5,5.5,0.0,0.0,0.5,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Konkan,breakfast_snack,60
F080,Fenugreek Leaves (Methi),Vegetable Dishes,49.0,4.4,6.0,0.9,2.7,0.0,76.0,770,395.0,1.9,3.0,0.0,0.0,0.1,15,0.0,380,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N117,Washed moong dal (Dhuli moong ki dal),Dals & Legumes,50.0,2.7,5.9,1.7,1.2,0.1,150.6,60,8.5,0.64,0.0,0.0,0.0,0.5,30,14.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N561,Tomato aspic,Indian Foods,50.4,6.9,5.0,0.3,1.6,3.2,98.2,81,44.3,1.18,35.9,0.0,0.0,0.1,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N003,Espreso coffee,Beverages,51.5,1.8,6.6,2.1,0.0,6.5,14.0,58,58.1,0.15,1.5,0.0,0.0,0.6,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,60
N568,Spinach raita (Palak ka raita),Dairy & Paneer,52.8,4.0,5.1,1.9,1.4,4.0,126.6,66,143.0,1.61,32.9,0.0,0.0,0.6,15,16.0,750,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N479,Arhar with spinach (Arhar dal aur palak),Dals & Legumes,52.8,2.0,4.8,2.8,1.3,0.2,110.0,53,21.8,0.89,18.8,0.0,0.0,0.8,30,10.0,750,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N122,Whole moong (Moong ki dal),Dals & Legumes,53.7,2.2,5.2,2.6,2.0,0.6,123.9,56,13.6,0.68,11.0,0.0,0.0,0.8,30,11.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N125,Whole urad (Urad ki dal),Dals & Legumes,53.8,2.2,5.0,2.6,2.3,0.6,126.1,55,13.1,0.78,10.3,0.0,0.0,0.8,30,11.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N123,Whole masoor (Masoor ki dal),Dals & Legumes,54.0,2.3,5.4,2.5,2.0,0.7,123.7,57,12.2,0.95,11.0,0.0,0.0,0.8,30,12.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N569,Bathua raita,Dairy & Paneer,54.4,4.1,5.3,1.8,2.2,4.1,110.9,67,206.3,1.46,43.6,0.0,0.0,0.5,30,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
E032,Keerai Masiyal,Vegetable Dishes,55.0,3.5,6.5,1.8,3.8,1.2,285.0,420,148.0,3.5,32.5,0.0,0.0,0.3,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Tamil Nadu,lunch_dinner,60
F098,Sambhar,Indian Foods,55.0,3.2,8.7,1.0,2.5,2.0,425.0,290,52.0,1.8,12.0,0.0,0.0,0.2,30,80.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N124,Whole moth (Moth ki dal),Dals & Legumes,55.0,2.0,5.7,2.6,1.8,0.7,125.1,57,19.0,0.95,11.0,0.0,0.0,0.8,30,10.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N882,Vegetable soup,Soups,55.2,2.2,7.6,1.6,3.0,1.6,170.7,64,18.1,0.63,0.0,0.0,0.0,0.5,25,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,60
N868,Horsegram dal (Kulthi dal),Dals & Legumes,55.6,2.9,8.2,1.1,1.5,0.7,63.6,70,38.2,1.3,14.0,0.0,0.0,0.3,30,14.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N566,Pumpkin raita (Kaddu ka raita),Dairy & Paneer,55.6,3.7,6.0,1.9,1.0,5.5,129.1,68,130.1,0.33,7.1,0.0,0.0,0.6,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N230,Bottle gourd raita (Ghiya/Lauki ka raita),Dairy & Paneer,56.3,4.0,5.8,2.1,0.8,5.2,188.4,69,138.3,0.23,4.8,0.0,0.0,0.6,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N232,Carrot and spinach raita (Gajar aur palak ka raita),Dairy & Paneer,56.8,4.0,5.8,2.0,1.4,4.9,180.8,69,142.6,1.04,19.3,0.0,0.0,0.6,40,16.0,750,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
E043,Rugra (Mushroom) Sabzi,Vegetable Dishes,58.0,3.5,7.5,1.5,2.8,1.5,185.0,285,52.0,1.5,2.5,200.0,0.0,0.3,15,14.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Jharkhand,lunch_dinner,60
F180,Bamboo Shoot Curry,Indian Foods,58.0,2.5,8.5,1.5,3.8,2.2,285.0,325,22.0,1.2,5.5,0.0,0.0,0.3,20,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Northeast Indian,lunch_dinner,60
N172,Cauliflower musallam (Phoolgobhi musallam),Indian Foods,58.8,1.9,4.5,3.6,3.1,1.7,123.4,53,24.6,0.83,71.4,0.0,0.0,1.1,15,8.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N227,Tomato onion raita (Tamatar aur pyaaz ka raita),Dairy & Paneer,59.0,3.7,7.1,1.8,1.0,6.0,165.2,72,120.6,0.26,15.0,0.0,0.0,0.6,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N229,Sprouted moong raita,Dals & Legumes,60.9,4.6,6.1,2.2,0.2,5.6,189.2,74,139.4,0.86,3.6,0.0,0.0,0.7,30,23.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N118,Washed urad dal (Dhuli urad ki dal),Dals & Legumes,61.3,2.5,5.8,3.0,1.5,0.3,142.2,61,10.2,0.72,1.0,0.0,0.0,0.9,30,12.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N121,Mixed dal,Dals & Legumes,61.9,2.5,5.8,3.1,1.6,0.3,141.4,61,11.0,0.78,1.1,0.0,0.0,0.9,30,12.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N139,Carrot and fenugreek leaves (Gajar methi),Vegetable Dishes,61.9,2.1,4.2,3.8,4.4,2.1,262.9,53,128.8,2.72,51.8,0.0,0.0,1.1,40,0.0,380,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N138,Cabbage and peas (Pattagobhi aur matar),Vegetable Dishes,63.9,3.2,6.2,2.6,4.0,1.0,253.7,67,45.5,1.1,54.8,0.0,0.0,0.8,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N573,Guava raita (Amarood ka raita),Dairy & Paneer,64.4,4.2,7.3,2.1,3.0,6.7,135.9,77,136.9,0.28,108.7,0.0,0.0,0.6,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N565,Carrot raita (Gajar ka raita),Dairy & Paneer,64.8,4.1,7.2,2.2,1.7,6.0,274.5,76,146.7,0.55,7.8,0.0,0.0,0.7,40,0.0,35,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
E057,Mui Borok,Vegetable Dishes,65.0,2.5,9.5,1.8,3.5,1.5,285.0,285,32.0,1.2,12.5,0.0,0.0,0.3,20,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Tripuri,lunch_dinner,60
F082,Guava,Fruits,68.0,2.6,14.0,1.0,5.4,8.9,2.0,417,18.0,0.3,228.3,0.0,0.0,0.3,12,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Tropical,snack,60
F156,Pakhala Bhata,Indian Foods,68.0,1.8,14.5,0.2,0.5,0.2,48.0,85,12.0,0.5,0.0,0.0,0.0,0.0,20,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Odia,lunch_dinner,60
F179,Eromba,Indian Foods,68.0,3.2,8.5,1.8,3.5,1.5,385.0,325,52.0,1.8,22.5,0.0,0.0,0.3,20,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Manipuri,lunch_dinner,60
F191,Tomato Chutney,Vegetable Dishes,68.0,1.8,10.5,2.5,2.2,5.5,385.0,285,22.0,0.8,12.5,0.0,0.0,0.5,25,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,South Indian,condiment,60
N484,Kabuli channa curry,Dals & Legumes,68.6,2.9,7.6,3.1,1.1,1.2,122.0,71,32.0,0.95,16.2,0.0,0.0,0.9,30,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N870,Dal dhokli,Dals & Legumes,68.7,3.0,8.6,2.5,1.9,1.1,37.5,75,14.5,0.79,2.8,0.0,0.0,0.7,30,15.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N857,Whey soup,Soups,68.9,3.4,6.3,3.3,0.8,5.9,87.1,70,164.9,0.55,2.6,0.0,0.0,1.0,25,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,60
N478,Urad special dehusked,Dals & Legumes,69.4,3.1,8.9,2.2,2.5,1.3,109.6,76,16.4,0.83,17.4,0.0,0.0,0.7,30,16.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N495,Mushroom matar,Vegetable Dishes,70.8,2.8,5.3,4.1,3.1,1.4,61.6,63,21.4,0.81,39.2,200.0,0.0,1.2,15,11.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N820,Onion raita (Pyaaz ka raita),Dairy & Paneer,71.6,4.9,7.9,2.4,0.6,7.1,190.0,84,163.8,0.3,8.4,0.0,0.0,0.7,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
J017,Jain Moong Dal Soup,Soups,72.0,5.5,10.5,1.2,4.5,1.2,185.0,245,22.0,1.5,5.5,0.0,0.0,0.3,25,30.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Jain,breakfast_snack,60
E066,Sattu Drink (Salted),Beverages,72.0,4.5,12.5,0.8,2.5,0.5,285.0,185,28.0,2.5,0.0,0.0,0.0,0.2,30,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Bihari,breakfast_snack,60
N819,Pomegranate raita (Anaar ka raita),Dairy & Paneer,72.6,4.0,7.2,3.2,0.6,7.0,195.2,77,138.3,0.25,4.6,0.0,0.0,1.0,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N149,Stuffed round gourd (Bharwa tinde),Indian Foods,72.8,1.1,4.0,5.8,2.1,2.0,180.2,49,20.2,0.59,37.4,0.0,0.0,1.7,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N119,Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),Dals & Legumes,73.2,2.8,7.1,3.6,2.7,1.0,149.5,70,14.3,0.99,15.2,0.0,0.0,1.1,30,14.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N821,Green chilli raita (Hari mirch ka raita),Dairy & Paneer,77.1,5.6,7.7,2.9,0.3,7.5,161.3,89,193.6,0.21,4.3,0.0,0.0,0.9,30,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N233,Mint raita (Pudinay ka raita),Dairy & Paneer,77.6,5.6,7.6,3.0,0.3,7.5,274.4,89,198.2,0.37,2.9,0.0,0.0,0.9,30,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
